Date,Region,unemployment rate,labor force participation rate,employment_count,cpi_all_items,cpi_housing,cpi_energy,cpi_medical_care,Year
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Middlesex County",5.8,,850399.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Nantucket County",4.9,,4629.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Nantucket County",9.5,,4629.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Nantucket County",4.8,,4629.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Nantucket County",5.1,65.6,4629.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Nantucket County",6.5,,4629.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Nantucket County",7.2,,4629.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Nantucket County",5.8,,4629.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Norfolk County",4.9,,329002.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Norfolk County",9.5,,329002.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Norfolk County",4.8,,329002.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Norfolk County",5.1,65.6,329002.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Norfolk County",6.5,,329002.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Norfolk County",7.2,,329002.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Norfolk County",5.8,,329002.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Plymouth County",4.9,,177633.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Plymouth County",9.5,,177633.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Plymouth County",4.8,,177633.0,234.722,236.016,196.597,442.783,2015
